"E3.5_ICM_R1"	"E3.5_ICM_R2"	"E3.5_ICM_R3"	"E4.5_EPI_R1"	"E4.5_EPI_R2"	"E4.5_EPI_R3"	"E5.5_EPI_R1"	"E5.5_EPI_R2"	"E5.5_EPI_R3"
"ENSMUSG00000100371"	0	1	0	0	1	1	0	0	1
"ENSMUSG00000100237"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000098529"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000086727"	1	5	40	0	0	0	1	0	1
"ENSMUSG00000100910"	4	4	3	4	2	4	2	2	1
"ENSMUSG00000099796"	2	0	3	2	0	0	0	2	2
"ENSMUSG00000050217"	0	0	0	1	1	2	0	1	0
"ENSMUSG00000026063"	2	1	0	0	1	2	0	0	1
"ENSMUSG00000077664"	0	1	0	0	0	0	0	1	0
"ENSMUSG00000100205"	0	0	1	0	0	1	0	0	1
"ENSMUSG00000100592"	1	0	0	0	0	0	0	2	0
"ENSMUSG00000094215"	0	7	5	0	2	10	1	2	3
"ENSMUSG00000101093"	30	21	15	4	10	21	8	7	3
"ENSMUSG00000070960"	279	160	235	171	139	687	556	985	134
"ENSMUSG00000088620"	0	0	0	0	0	0	2	0	0
"ENSMUSG00000082159"	0	0	2	0	0	0	0	1	1
"ENSMUSG00000026058"	138	151	96	68	185	326	291	251	69
"ENSMUSG00000064688"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000103482"	5	2	0	0	1	2	1	0	1
"ENSMUSG00000104498"	3	0	0	0	3	3	3	1	0
"ENSMUSG00000104313"	0	2	0	0	0	0	0	0	0
"ENSMUSG00000102865"	0	0	0	1	0	0	0	0	0
"ENSMUSG00000102321"	4	1	0	1	2	4	0	1	0
"ENSMUSG00000091318"	180	168	17	74	128	102	36	50	11
"ENSMUSG00000089489"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000104433"	1	0	0	0	2	0	0	0	2
"ENSMUSG00000089395"	0	1	0	0	0	0	0	0	0
"ENSMUSG00000102926"	18	25	6	4	17	13	8	3	5
"ENSMUSG00000100497"	4	9	4	0	2	1	0	4	6
"ENSMUSG00000102917"	1	0	0	1	0	0	0	0	0
"ENSMUSG00000100481"	31	12	34	23	5	25	13	16	6
"ENSMUSG00000100590"	32	11	12	7	2	13	6	6	7
"ENSMUSG00000088750"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000104230"	1	0	0	0	0	0	0	0	0
"ENSMUSG00000101754"	1	0	0	1	0	0	0	1	0
"ENSMUSG00000065223"	2	0	0	0	0	0	0	0	0
"ENSMUSG00000100318"	1	0	0	0	0	1	0	0	1
"ENSMUSG00000101612"	7	34	24	19	20	39	34	36	21
"ENSMUSG00000065260"	0	0	1	0	1	1	0	0	0
"ENSMUSG00000026134"	4664	5732	8267	1655	4686	19536	6681	4098	10402
"ENSMUSG00000101682"	1447	1804	1716	518	911	2678	2639	2257	742
"ENSMUSG00000102714"	9	10	7	2	6	7	2	8	3
"ENSMUSG00000102093"	13	14	13	0	14	13	5	7	4
"ENSMUSG00000103746"	6	3	3	0	1	3	73	2	1
"ENSMUSG00000102198"	10	8	8	1	5	8	8	5	6
"ENSMUSG00000004768"	3180	3082	2946	1823	1148	1003	2769	1789	6120
"ENSMUSG00000042215"	5	8	164	103	1	269	327	34	557
"ENSMUSG00000103072"	0	1	0	0	0	0	0	0	0
"ENSMUSG00000042197"	4476	1623	5100	2633	781	981	4451	2965	10851
"ENSMUSG00000081402"	202	67	852	38	122	98	104	119	138
"ENSMUSG00000042182"	11	14	717	2	9	9	7	261	7
"ENSMUSG00000104416"	5	3	1	0	2	0	1	2	0
"ENSMUSG00000026131"	3652	6804	2682	1372	1364	7235	3081	2227	5689
"ENSMUSG00000103596"	16	13	1	3	14	12	6	10	2
"ENSMUSG00000099382"	19	16	11	1	12	44	8	24	11
"ENSMUSG00000084506"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000103364"	1047	1239	542	115	322	167	316	141	284
"ENSMUSG00000105982"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000096992"	0	0	0	0	2	0	0	0	1
"ENSMUSG00000103001"	5	4	0	1	2	3	1	4	3
"ENSMUSG00000104397"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000102839"	0	8	1	1	1	0	0	1	1
"ENSMUSG00000101206"	14	8	2	2	4	5	6	6	5
"ENSMUSG00000101462"	5	2	0	3	10	4	6	0	2
"ENSMUSG00000102336"	21	17	3	2	11	26	47	13	9
"ENSMUSG00000092852"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000042111"	5699	7230	11163	1210	3041	8927	5446	2947	4691
"ENSMUSG00000101711"	0	0	1	0	0	0	0	0	0
"ENSMUSG00000026127"	6506	5011	27391	8558	6497	26159	12000	9870	11724
"ENSMUSG00000026126"	215	574	3	290	453	1177	633	316	614
"ENSMUSG00000100280"	1	3	0	0	2	2	34	1	3
"ENSMUSG00000101223"	1	1	0	1	2	2	1	0	3
"ENSMUSG00000026125"	1	1	0	0	2	3	2	1	0
"ENSMUSG00000101116"	0	0	0	0	1	0	0	0	0
"ENSMUSG00000026124"	0	93	0	0	0	0	204	68	11
"ENSMUSG00000101803"	25	40	23	5	4	32	23	13	3
"ENSMUSG00000037529"	2	6	0	0	3	1	3	3	1
"ENSMUSG00000045815"	3	6	0	0	8	6	4	6	3
"ENSMUSG00000045174"	7	6	0	1	3	3	3	2	4
"ENSMUSG00000100524"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000102499"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000103521"	3	0	1	0	0	2	2	1	0
"ENSMUSG00000104098"	0	3	0	0	1	0	0	0	0
"ENSMUSG00000037509"	4	40	571	168	327	11	514	412	614
"ENSMUSG00000102537"	0	0	0	0	0	0	22	0	0
"ENSMUSG00000102612"	1	0	0	0	0	0	22	0	0
"ENSMUSG00000104002"	2	5	1	1	0	1	46	18	0
"ENSMUSG00000037503"	10212	8639	15256	2227	1777	5673	6126	3101	8516
"ENSMUSG00000104358"	13	13	5	2	5	13	3	6	1
"ENSMUSG00000026123"	352	904	480	1691	832	74	1025	296	855
"ENSMUSG00000103716"	2	5	2	0	1	3	4	4	2
"ENSMUSG00000103548"	30	16	22	16	2	0	11	8	4
"ENSMUSG00000103760"	42	6	3	5	14	7	3	3	5
"ENSMUSG00000103997"	57	11	9	5	12	15	7	19	8
"ENSMUSG00000077231"	72	0	0	23	0	0	0	0	0
"ENSMUSG00000104417"	0	0	0	0	1	0	0	0	1
"ENSMUSG00000064601"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000101714"	1	1	0	0	1	1	0	0	1
"ENSMUSG00000102531"	0	1	0	0	0	0	0	0	1
"ENSMUSG00000103096"	3	3	1	0	0	2	0	0	0
"ENSMUSG00000102279"	280	0	33	0	0	0	0	0	0
"ENSMUSG00000103708"	657	0	8	167	0	10	45	0	0
"ENSMUSG00000104201"	0	2	0	0	0	126	1	0	0
"ENSMUSG00000102434"	1	6	0	3	3	1	5	4	18
"ENSMUSG00000045216"	5297	6038	7384	1910	1105	5011	2117	953	1872
"ENSMUSG00000104523"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000102202"	6	11	3	1	5	57	1	1	3
"ENSMUSG00000037470"	12488	9292	20002	2949	4504	15478	6793	5022	8257
"ENSMUSG00000098752"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000047180"	4	14	0	0	3	0	1	33	4
"ENSMUSG00000037447"	190	23	394	34	279	8	122	9	14
"ENSMUSG00000102762"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000010453"	4117	4824	4882	1811	994	4993	2709	2630	3368
"ENSMUSG00000098680"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000037432"	145	356	157	38	1	328	50	2	136
"ENSMUSG00000001143"	1422	868	3746	1535	1119	976	1975	1971	1995
"ENSMUSG00000037408"	1783	812	103	425	553	507	759	1022	979
"ENSMUSG00000104316"	18	20	6	4	13	17	11	8	4
"ENSMUSG00000106081"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000001138"	2279	381	1735	328	564	570	5712	5788	6380
"ENSMUSG00000102845"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000067653"	1	0	0	0	0	0	41	10	0
"ENSMUSG00000109510"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000079610"	2935	1653	2026	275	487	1161	998	1710	1928
"ENSMUSG00000026121"	65	14	11	4	12	91	86	225	98
"ENSMUSG00000087589"	44	34	14	11	32	32	19	24	32
"ENSMUSG00000046337"	3297	780	1596	481	71	24	1508	2553	1830
"ENSMUSG00000089906"	146	223	98	18	76	82	67	76	42
"ENSMUSG00000077939"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000061518"	22725	17955	33264	7008	9245	36210	21851	24567	37377
"ENSMUSG00000037351"	21382	29067	26907	7193	5593	14233	21182	18364	17951
"ENSMUSG00000102416"	0	1	1	0	0	1	1	0	3
"ENSMUSG00000104237"	9	0	2	0	7	3	7	3	9
"ENSMUSG00000026117"	118	63	928	0	910	2	270	346	606
"ENSMUSG00000097291"	1	1	0	0	0	1	0	0	0
"ENSMUSG00000026116"	12312	5216	18531	3480	5938	7397	8968	5551	11155
"ENSMUSG00000103016"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000102930"	201	20	16	13	53	53	54	55	237
"ENSMUSG00000103159"	58	14	2	5	13	16	6	6	0
"ENSMUSG00000080054"	983	969	1338	745	2202	4812	2958	3531	792
"ENSMUSG00000095944"	126	1	0	0	4	1	0	1	0
"ENSMUSG00000050122"	366	13	1	10	11	3	9	161	5
"ENSMUSG00000103603"	3	3	0	1	1	1	1	1	0
"ENSMUSG00000026114"	368	1250	2007	126	26	29	181	6	248
"ENSMUSG00000102231"	0	3	1	0	2	0	0	0	0
"ENSMUSG00000026113"	337	251	80	58	1186	223	316	205	199
"ENSMUSG00000086064"	0	0	0	0	0	0	0	0	2
"ENSMUSG00000102879"	2	0	1	0	1	1	1	0	0
"ENSMUSG00000026112"	9338	7180	20558	2014	3468	4318	8348	6853	11316
"ENSMUSG00000026111"	4326	7249	6072	523	3909	8215	3591	3304	7372
"ENSMUSG00000026110"	220	146	606	25	48	140	639	285	397
"ENSMUSG00000103948"	122	113	22	17	69	52	46	57	17
"ENSMUSG00000087233"	0	7	4	1	7	9	4	6	4
"ENSMUSG00000026090"	284	25	296	2	9	12	2	2	14
"ENSMUSG00000089767"	0	0	1	0	1	0	0	0	0
"ENSMUSG00000104365"	2	1	0	0	0	1	0	1	11
"ENSMUSG00000102650"	2	1	0	0	1	3	1	1	2
"ENSMUSG00000060771"	36	72	78	7	20	20	133	13	290
"ENSMUSG00000097268"	9	5	8	1	9	6	6	1	3
"ENSMUSG00000037216"	284	43	550	257	0	0	485	244	661
"ENSMUSG00000026088"	4319	522	2168	1668	878	1580	1637	1585	3350
"ENSMUSG00000026087"	15293	10584	30938	4526	7303	19702	14267	11383	20203
"ENSMUSG00000061584"	6	2	2	0	0	1	1	2	1
"ENSMUSG00000087374"	1	5	0	1	3	4	66	4	3
"ENSMUSG00000026085"	0	0	0	87	0	1	0	0	1
"ENSMUSG00000089141"	0	0	0	0	0	0	0	0	1
"ENSMUSG00000058407"	13405	15944	16898	7655	5960	15554	7709	7301	15988
"ENSMUSG00000026083"	14785	12714	11360	3619	6022	16588	5120	7376	13737
"ENSMUSG00000026082"	10	816	736	8	1145	901	882	217	1610
"ENSMUSG00000103804"	2	3	1	1	0	2	0	1	0
"ENSMUSG00000102716"	1	2	0	0	0	0	0	0	0
"ENSMUSG00000037138"	9	7	6	20	1	1643	1945	1104	2530
"ENSMUSG00000085391"	0	3	0	0	0	1	234	309	302
"ENSMUSG00000085280"	1	0	0	0	0	0	0	0	134
"ENSMUSG00000087131"	5	10	4	0	7	3	8	29	1
"ENSMUSG00000102984"	21	5	4	2	17	3	32	9	18
"ENSMUSG00000102541"	0	1	0	0	1	0	0	0	0
"ENSMUSG00000103531"	1	3	0	0	0	3	1	0	0
"ENSMUSG00000048814"	50	53	13	162	26	31	21	27	105
"ENSMUSG00000026080"	1	4	1	0	54	2	38	316	107
"ENSMUSG00000103647"	1	0	0	0	0	1	0	2	0
"ENSMUSG00000102447"	223	186	121	67	119	346	170	218	121
"ENSMUSG00000067604"	2	1	0	1	1	0	0	1	0
"ENSMUSG00000026078"	5372	6152	9253	3338	1991	4879	3858	3305	8538
"ENSMUSG00000103046"	13	19	6	12	13	9	3	9	3
"ENSMUSG00000104188"	4	2	1	0	2	3	1	0	1
"ENSMUSG00000103182"	5	9	1	1	2	2	2	2	4
"ENSMUSG00000098833"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026077"	25	30	19	9	17	14	6	17	3
"ENSMUSG00000092553"	3	0	3	0	0	0	0	0	0
"ENSMUSG00000092563"	395	189	132	116	235	533	223	263	114
"ENSMUSG00000073702"	4842	2511	6156	2221	5372	10493	6738	6375	8186
"ENSMUSG00000003134"	810	2729	10	372	340	2	205	35	458
"ENSMUSG00000102607"	0	1	0	0	2	0	2	2	0
"ENSMUSG00000104827"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000065629"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000003135"	12361	14234	4609	1911	2608	4615	4272	2757	9253
"ENSMUSG00000085894"	477	1	206	352	117	61	749	728	158
"ENSMUSG00000077704"	2	1	12	0	1	0	3	0	9
"ENSMUSG00000048234"	3537	7936	10916	799	804	4257	3037	1772	7238
"ENSMUSG00000064936"	0	0	0	0	0	0	0	0	40
"ENSMUSG00000102471"	2493	3021	1761	1191	3271	6664	5711	7076	1479
"ENSMUSG00000050967"	55	33	3	13	9	11	10	8	3
"ENSMUSG00000097083"	7	2	0	2	1	2	2	2	2
"ENSMUSG00000057173"	2	5	1	0	2	2	71	0	13
"ENSMUSG00000091937"	0	0	0	0	0	2	0	0	0
"ENSMUSG00000101634"	1	0	0	1	1	0	1	0	0
"ENSMUSG00000026074"	16283	9883	20100	3203	5512	14122	10697	9341	10449
"ENSMUSG00000102985"	1	3	0	0	0	0	2	0	2
"ENSMUSG00000026073"	0	0	2	0	0	2	0	0	0
"ENSMUSG00000097899"	1	1	0	2	1	4	1	2	0
"ENSMUSG00000102975"	3	1	0	0	1	2	1	1	4
"ENSMUSG00000026072"	56	76	31	15	34	43	34	38	8
"ENSMUSG00000103560"	6	13	2	3	9	9	8	6	0
"ENSMUSG00000070942"	4	5	1	1	2	46	2	0	22
"ENSMUSG00000103230"	400	138	84	34	125	114	163	148	93
"ENSMUSG00000026069"	21	22	13	3	16	14	16	9	16
"ENSMUSG00000026070"	9	8	3	2	5	3	5	3	6
"ENSMUSG00000026068"	3	4	1	0	1	4	0	1	1
"ENSMUSG00000104441"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026065"	1	0	0	0	4	2	0	0	2
"ENSMUSG00000102676"	2	8	0	1	8	11	5	5	5
"ENSMUSG00000026062"	17	25	5	4	21	19	4	8	23
"ENSMUSG00000103679"	0	0	0	0	0	2	0	0	0
"ENSMUSG00000103270"	2	0	0	0	1	1	0	0	0
"ENSMUSG00000041945"	3	2	1	1	0	0	0	1	0
"ENSMUSG00000079588"	3	4	1	1	6	10	4	0	0
"ENSMUSG00000094136"	0	2	1	0	2	0	0	2	0
"ENSMUSG00000104072"	1	0	1	0	3	2	2	0	1
"ENSMUSG00000100185"	9	10	1	1	2	4	0	0	0
"ENSMUSG00000100832"	3	3	0	2	2	4	1	0	0
"ENSMUSG00000100178"	25	4	10	6	9	28	12	13	20
"ENSMUSG00000101877"	2	7	0	0	0	4	5	1	1
"ENSMUSG00000053640"	2	1	0	0	0	0	2	0	3
"ENSMUSG00000101919"	0	1	0	0	0	2	0	0	0
"ENSMUSG00000101299"	5	8	1	1	6	5	5	2	4
"ENSMUSG00000100180"	3	2	1	0	0	1	0	4	1
"ENSMUSG00000103106"	1	1	0	0	0	0	0	0	1
"ENSMUSG00000060424"	410	524	26	279	182	149	89	99	215
"ENSMUSG00000104199"	0	0	0	0	0	0	0	1	0
"ENSMUSG00000093436"	3	1	1	0	1	3	0	1	5
"ENSMUSG00000045515"	52	77	12	8	29	48	21	14	152
"ENSMUSG00000097063"	1	6	0	0	3	5	1	3	10
"ENSMUSG00000099784"	16	10	3	4	17	13	9	16	2
"ENSMUSG00000060679"	8268	14940	10436	4075	2672	7415	4362	5801	8600
"ENSMUSG00000077448"	0	1	0	0	0	0	0	0	0
"ENSMUSG00000041907"	6	7	2	2	8	6	3	3	7
"ENSMUSG00000089088"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000070939"	1486	1145	1701	167	156	333	1609	1851	1153
"ENSMUSG00000100269"	1	0	1	1	0	0	0	1	0
"ENSMUSG00000041878"	0	1	0	1	1	2	1	0	0
"ENSMUSG00000010290"	1796	1121	3247	631	676	56	2685	1344	4132
"ENSMUSG00000008136"	2556	375	3281	153	2	4	190	135	636
"ENSMUSG00000094497"	6617	7358	960	375	1007	1862	913	879	8690
"ENSMUSG00000099576"	0	0	77	1	0	2	0	0	0
"ENSMUSG00000099694"	36	12	15	4	16	36	20	17	9
"ENSMUSG00000101923"	3	3	1	4	2	5	2	1	0
"ENSMUSG00000066877"	3040	877	1157	88	278	410	161	100	540
"ENSMUSG00000103422"	548	1	0	1	2	1	1	0	37
"ENSMUSG00000103945"	2040	155	138	4	7	4	30	39	402
"ENSMUSG00000026051"	2	1	1	0	1	0	238	1	7
"ENSMUSG00000100764"	1	0	0	0	1	0	0	1	3
"ENSMUSG00000100635"	0	1	0	0	0	0	0	0	0
"ENSMUSG00000100480"	0	0	0	0	0	0	10	0	1
"ENSMUSG00000057363"	1624	328	133	12	24	1040	217	87	530
"ENSMUSG00000090243"	50	2	2	21	33	58	324	186	36
"ENSMUSG00000100701"	54	22	65	42	3	51	25	14	20
"ENSMUSG00000101395"	2	0	0	0	0	0	0	0	0
"ENSMUSG00000088848"	0	0	1	0	0	0	0	0	0
"ENSMUSG00000095757"	0	0	0	0	0	0	0	1	0
"ENSMUSG00000041763"	2427	1683	4335	2659	2267	3333	6089	1854	10274
"ENSMUSG00000047343"	0	1	0	0	1	2	0	1	0
"ENSMUSG00000090106"	42	54	23	11	36	48	21	23	31
"ENSMUSG00000091844"	12	9	2	0	6	8	4	3	6
"ENSMUSG00000026049"	4778	2010	2482	2077	1621	194	3798	2455	5519
"ENSMUSG00000101104"	0	0	0	0	0	0	0	0	1
"ENSMUSG00000026047"	58	715	461	517	211	2556	2917	2212	3028
"ENSMUSG00000041684"	22	14	293	762	591	1738	2151	2013	4331
"ENSMUSG00000026048"	2452	11	1936	1025	445	1300	1696	775	1487
"ENSMUSG00000046828"	12	19	1	6	10	4	4	5	1
"ENSMUSG00000089703"	12	2	1	0	7	0	2	0	1
"ENSMUSG00000100966"	0	0	1	0	0	1	2	4	0
"ENSMUSG00000100769"	757	6	0	2	2	3	2	0	0
"ENSMUSG00000101567"	1845	1330	1639	1024	1540	2584	2137	1327	2370
"ENSMUSG00000056870"	3	6	2	0	3	3	105	118	82
"ENSMUSG00000102319"	10	22	6	5	15	24	23	23	11
"ENSMUSG00000089877"	1	0	5	0	2	0	2	0	4
"ENSMUSG00000101701"	0	2	0	0	0	0	1	2	0
"ENSMUSG00000103071"	2	3	0	0	0	0	0	0	0
"ENSMUSG00000100434"	2	1	1	0	2	0	1	0	0
"ENSMUSG00000100013"	0	3	1	0	1	0	2	2	1
"ENSMUSG00000101251"	1	4	1	1	1	2	1	1	0
"ENSMUSG00000101937"	5	11	14	19	12	26	13	6	13
"ENSMUSG00000026043"	15	14	4	2	9	16	3	4	9
"ENSMUSG00000105211"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026042"	14	7	756	814	9	12	399	7	297
"ENSMUSG00000104476"	25	22	7	7	18	10	14	14	6
"ENSMUSG00000100218"	4	0	0	1	3	1	2	0	3
"ENSMUSG00000100361"	108	69	302	73	132	229	106	132	63
"ENSMUSG00000100894"	72	42	25	35	75	208	127	85	33
"ENSMUSG00000095121"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000065255"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000100843"	4	12	4	1	8	4	5	8	5
"ENSMUSG00000087764"	0	2	1	3	1	4	1	2	3
"ENSMUSG00000025995"	10139	11069	21900	5326	9036	21197	21126	15617	26931
"ENSMUSG00000099850"	10	7	0	0	4	5	4	7	0
"ENSMUSG00000084817"	983	1255	794	255	668	1123	471	654	340
"ENSMUSG00000098549"	1	1	1	0	0	0	1	1	2
"ENSMUSG00000099381"	0	0	0	0	2	1	2	1	1
"ENSMUSG00000025993"	27	2	5	1	6	3	857	695	2480
"ENSMUSG00000099946"	10	19	0	7	8	7	4	5	1
"ENSMUSG00000070896"	325	325	284	191	443	1160	345	347	295
"ENSMUSG00000090682"	4	0	1	0	1	0	0	0	1
"ENSMUSG00000044457"	1	1	0	0	1	2	3	1	1
"ENSMUSG00000099432"	74	53	35	17	61	41	30	45	27
"ENSMUSG00000041144"	16	21	19	1222	516	9286	98	10	54
"ENSMUSG00000096047"	5	1	0	1	7	0	1	2	3
"ENSMUSG00000101262"	2531	2022	1948	869	2107	4308	1778	2044	936
"ENSMUSG00000101337"	5	30	287	21	9	111	157	6	1
"ENSMUSG00000025986"	798	1564	3302	816	1976	553	5381	1544	10013
"ENSMUSG00000100213"	0	3	2	0	8	4	1	6	132
"ENSMUSG00000103129"	5	30	4	5	12	23	7	11	7
"ENSMUSG00000100160"	12	6	6	13	5	23	15	8	11
"ENSMUSG00000101921"	1	9	0	0	1	0	2	0	0
"ENSMUSG00000101447"	4	2	0	0	1	1	0	0	0
"ENSMUSG00000081185"	40	27	31	29	57	107	18	4	18
"ENSMUSG00000103246"	3	3	3	2	4	4	1	0	0
"ENSMUSG00000098876"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000100530"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000104067"	0	0	0	0	0	0	0	0	1
"ENSMUSG00000100033"	2347	1884	2105	839	1819	4007	1741	1944	918
"ENSMUSG00000094968"	0	1	0	0	0	0	2	1	0
"ENSMUSG00000088017"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000101996"	2	13	0	0	3	1	1	2	5
"ENSMUSG00000096973"	5	2	1	2	6	46	19	19	8
"ENSMUSG00000064943"	0	1	1	3	6	16	1	6	0
"ENSMUSG00000100866"	15	18	10	1	15	65	7	2	34
"ENSMUSG00000101721"	3	4	0	2	0	2	1	1	1
"ENSMUSG00000099376"	1	3	1	0	1	0	0	1	0
"ENSMUSG00000097883"	9	16	6	14	35	61	44	46	16
"ENSMUSG00000092790"	0	1	0	0	0	2	0	0	1
"ENSMUSG00000099698"	7	4	2	2	2	4	2	3	0
"ENSMUSG00000099454"	1	9	17	5	6	12	8	3	13
"ENSMUSG00000051616"	52	110	3	22	59	94	57	48	7
"ENSMUSG00000099627"	33	9	14	10	21	20	16	27	11
"ENSMUSG00000099577"	1	0	0	0	0	3	1	0	0
"ENSMUSG00000099882"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000101760"	1	5	3	1	0	3	1	2	4
"ENSMUSG00000099608"	9	9	0	11	5	8	4	5	2
"ENSMUSG00000099864"	2	0	3	0	2	1	2	0	2
"ENSMUSG00000098249"	0	0	0	0	0	0	1	0	0
"ENSMUSG00000100451"	0	0	0	0	0	0	0	1	0
"ENSMUSG00000099941"	4	0	2	2	1	5	1	1	0
"ENSMUSG00000084531"	0	0	0	0	1	0	0	0	0
"ENSMUSG00000100816"	4	3	0	0	2	1	0	0	78
"ENSMUSG00000026109"	7	7	0	0	4	4	1	220	0
"ENSMUSG00000100671"	37	26	6	14	25	20	14	8	4
"ENSMUSG00000092906"	0	0	0	2	0	0	0	0	0
"ENSMUSG00000101242"	0	0	0	0	2	0	0	0	0
"ENSMUSG00000099924"	18	12	3	14	13	9	6	7	3
"ENSMUSG00000099625"	2515	2534	496	237	1386	753	447	369	118
"ENSMUSG00000101799"	3	6	0	2	3	2	4	0	2
"ENSMUSG00000045954"	4	3	0	0	3	4	0	1	2
"ENSMUSG00000099741"	165	28	28	3	35	75	20	39	12
"ENSMUSG00000101702"	0	0	0	0	0	0	2	0	0
"ENSMUSG00000026107"	3355	5415	3156	1089	1699	5849	451	446	3485
"ENSMUSG00000099413"	30	26	7	11	26	39	15	20	2
"ENSMUSG00000103424"	6	36	0	17	52	22	56	93	0
"ENSMUSG00000101741"	76	0	0	1	2	1	0	0	0
"ENSMUSG00000018417"	10608	13404	12870	2777	1860	4426	2344	1603	6622
"ENSMUSG00000101724"	539	3	0	0	3	3	1	29	3
"ENSMUSG00000100313"	12	27	4	4	8	16	11	6	4
"ENSMUSG00000100696"	101	84	63	34	113	330	101	99	52
"ENSMUSG00000099135"	0	0	0	0	0	0	0	1	0
"ENSMUSG00000072324"	829	828	461	94	378	749	361	829	1754
"ENSMUSG00000062939"	0	0	1	420	453	1023	108	150	50
"ENSMUSG00000101628"	1	0	0	0	0	0	0	0	0
"ENSMUSG00000078291"	1000	954	726	535	1477	3975	1437	1194	920
"ENSMUSG00000109599"	1	0	0	1	1	2	2	1	0
"ENSMUSG00000026104"	1443	76	567	4	21	15	65	64	29
"ENSMUSG00000099569"	0	0	0	0	0	1	0	0	2
"ENSMUSG00000026103"	2289	371	2374	2243	1777	7967	2941	1326	7515
"ENSMUSG00000099648"	1	2	2	0	0	0	0	0	2
"ENSMUSG00000065192"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000002881"	952	273	1096	419	262	108	302	204	343
"ENSMUSG00000097833"	9	10	12	959	280	1358	69	88	52
"ENSMUSG00000101501"	673	935	854	245	544	1428	1390	1116	260
"ENSMUSG00000100120"	2	1	0	0	0	3	0	0	1
"ENSMUSG00000099878"	17	20	44	7	19	43	48	41	6
"ENSMUSG00000100007"	87	38	33	22	23	59	27	46	29
"ENSMUSG00000043015"	117	311	59	117	94	27	662	917	1669
"ENSMUSG00000103630"	4	1	3	0	1	6	5	6	1
"ENSMUSG00000041439"	10	14	2	6	12	13	92	17	29
"ENSMUSG00000100302"	4	8	3	1	7	9	5	4	0
"ENSMUSG00000100230"	0	2	0	0	1	0	0	0	0
"ENSMUSG00000026102"	369	11	5	2	7	10	303	63	128
"ENSMUSG00000041426"	1337	224	3650	714	74	431	2074	161	1400
"ENSMUSG00000089802"	17	23	201	6	7	8	8	5	9
"ENSMUSG00000043629"	2371	6548	3128	741	1108	4301	3660	1154	5925
"ENSMUSG00000026100"	6	4	0	2	1	5	1	1	0
"ENSMUSG00000089334"	2	1	0	0	0	2	0	0	0
"ENSMUSG00000060715"	1	1	0	0	0	2	30	75	310
"ENSMUSG00000026098"	882	1531	449	3	49	321	348	302	1410
"ENSMUSG00000100763"	0	0	17	0	0	0	0	0	124
"ENSMUSG00000026097"	5690	4171	1332	1142	1153	7614	1728	821	3258
"ENSMUSG00000100679"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026096"	820	1253	4134	561	503	8	1188	352	2630
"ENSMUSG00000099913"	4	1	0	0	1	1	0	0	0
"ENSMUSG00000101838"	0	1	0	0	1	0	0	0	1
"ENSMUSG00000026095"	5164	3092	4014	1510	3218	4047	2288	2241	4575
"ENSMUSG00000100267"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000099450"	1	0	0	0	0	0	0	0	0
"ENSMUSG00000100069"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000096141"	19	1429	66	90	10	107	171	8	3
"ENSMUSG00000092657"	13	5	4	0	4	3	2	0	0
"ENSMUSG00000026094"	51	1961	1192	1791	1665	150	958	1051	3636
"ENSMUSG00000102405"	0	0	1	0	1	1	0	1	0
"ENSMUSG00000042807"	20	10	213	1	7	10	86	191	266
"ENSMUSG00000098443"	0	0	0	0	0	1	0	0	0
